"cod_mun","municipio","uf","pib","pib_p_capta"
3107000,"Biquinhas                                                                                                                       ","MG ",43583663,17329.49
3107109,"Boa Esperança                                                                                                                   ","MG ",772744671,19257.47
3107208,"Bocaina de Minas                                                                                                                ","MG ",61675317,12116.96
3107307,"Bocaiúva                                                                                                                        ","MG ",941184259,18831.59
3107406,"Bom Despacho                                                                                                                    ","MG ",1400794187,27680.94
3107505,"Bom Jardim de Minas                                                                                                             ","MG ",114309672,17656.73
3107604,"Bom Jesus da Penha                                                                                                              ","MG ",123803305,29358.15
3107703,"Bom Jesus do Amparo                      Região Metropolitana de Belo Horizonte                                                 ","MG ",149067959,24505.66
3107802,"Bom Jesus do Galho                       Região Metropolitana do Vale do Aço                                                    ","MG ",143867949,9632.94
3107901,"Bom Repouso                                                                                                                     ","MG ",132297769,12543.64
3108008,"Bom Sucesso                                                                                                                     ","MG ",318261313,18079.95
3108107,"Bonfim                                   Região Metropolitana de Belo Horizonte                                                 ","MG ",102322936,14898.51
3108206,"Bonfinópolis de Minas                                                                                                           ","MG ",193624603,35249.34
3108255,"Bonito de Minas                                                                                                                 ","MG ",80910692,7204.87
3108305,"Borda da Mata                                                                                                                   ","MG ",321904839,16582.78
3108404,"Botelhos                                                                                                                        ","MG ",229777144,15348.15
3108503,"Botumirim                                                                                                                       ","MG ",59011963,9338.81
3108552,"Brasilândia de Minas                                                                                                            ","MG ",303281004,18338.43
3108602,"Brasília de Minas                                                                                                               ","MG ",347629131,10746.87
3108701,"Brás Pires                                                                                                                      ","MG ",40227393,9283.96
3108800,"Braúnas                                  Região Metropolitana do Vale do Aço                                                    ","MG ",159627687,33248.84
3108909,"Brazópolis                                                                                                                      ","MG ",177303387,12262.49
3109006,"Brumadinho                               Região Metropolitana de Belo Horizonte                                                 ","MG ",2516232836,62744.25
3109105,"Bueno Brandão                                                                                                                   ","MG ",164420509,14945.96
3109204,"Buenópolis                                                                                                                      ","MG ",126958781,12248.8
3109253,"Bugre                                    Região Metropolitana do Vale do Aço                                                    ","MG ",36124409,9071.93
3109303,"Buritis                                  Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","MG ",773992614,31157.87
3109402,"Buritizeiro                                                                                                                     ","MG ",447746248,15959.02
3109451,"Cabeceira Grande                         Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","MG ",299696160,43127.96
3109501,"Cabo Verde                                                                                                                      ","MG ",197543994,14035.1
3109600,"Cachoeira da Prata                                                                                                              ","MG ",46747900,12974.72
3109709,"Cachoeira de Minas                                                                                                              ","MG ",373366545,32334.51
3109808,"Cachoeira Dourada                                                                                                               ","MG ",80898880,30051.59
3109907,"Caetanópolis                                                                                                                    ","MG ",274277711,23595.81
3110004,"Caeté                                    Região Metropolitana de Belo Horizonte                                                 ","MG ",799376838,17875.95
3110103,"Caiana                                                                                                                          ","MG ",60783193,11059.53
3110202,"Cajuri                                                                                                                          ","MG ",72035359,18067.56
3110301,"Caldas                                                                                                                          ","MG ",256848342,17738.15
3110400,"Camacho                                                                                                                         ","MG ",38487016,13266.81
3110509,"Camanducaia                                                                                                                     ","MG ",726845684,33387.49
3110608,"Cambuí                                                                                                                          ","MG ",1562438145,52872.6
3110707,"Cambuquira                                                                                                                      ","MG ",276722329,21595.31
3110806,"Campanário                                                                                                                      ","MG ",44318430,11910.35
3110905,"Campanha                                                                                                                        ","MG ",333893670,20035.62
3111002,"Campestre                                                                                                                       ","MG ",323481184,15363.63
3111101,"Campina Verde                                                                                                                   ","MG ",474596506,24036.29
3111150,"Campo Azul                                                                                                                      ","MG ",34766140,9108.24
3111200,"Campo Belo                                                                                                                      ","MG ",1041826685,19282.73
3111309,"Campo do Meio                                                                                                                   ","MG ",156592535,13435.65
3111408,"Campo Florido                                                                                                                   ","MG ",487291840,59783.07
3111507,"Campos Altos                                                                                                                    ","MG ",292572109,18923.23
3111606,"Campos Gerais                                                                                                                   ","MG ",465878583,16190.96
3111705,"Canaã                                                                                                                           ","MG ",59831889,13112.4
3111804,"Canápolis                                                                                                                       ","MG ",429200525,35325.15
3111903,"Cana Verde                                                                                                                      ","MG ",64836505,11571.75
3112000,"Candeias                                                                                                                        ","MG ",254011182,17063.76
3112059,"Cantagalo                                                                                                                       ","MG ",48817453,10788.39
3112109,"Caparaó                                                                                                                         ","MG ",61903350,11383.48
3112208,"Capela Nova                                                                                                                     ","MG ",51940010,11162.69
3112307,"Capelinha                                                                                                                       ","MG ",718341809,19011.8
3112406,"Capetinga                                                                                                                       ","MG ",123886931,17902.74
3112505,"Capim Branco                             Região Metropolitana de Belo Horizonte                                                 ","MG ",101161855,10371.32
3112604,"Capinópolis                                                                                                                     ","MG ",373603407,23100.44
3112653,"Capitão Andrade                                                                                                                 ","MG ",49646662,9079.49
3112703,"Capitão Enéas                                                                                                                   ","MG ",341765531,22434.39
3112802,"Capitólio                                                                                                                       ","MG ",276785952,32065.1
3112901,"Caputira                                                                                                                        ","MG ",76278130,8203.71
3113008,"Caraí                                                                                                                           ","MG ",173873665,7341.09
3113107,"Caranaíba                                                                                                                       ","MG ",33065832,10388.26
3113206,"Carandaí                                                                                                                        ","MG ",527283412,20676.97
3113305,"Carangola                                                                                                                       ","MG ",560340367,16980.01
3113404,"Caratinga                                Região Metropolitana do Vale do Aço                                                    ","MG ",1840235950,19989.09
3113503,"Carbonita                                                                                                                       ","MG ",163610981,17396.17
3113602,"Careaçu                                                                                                                         ","MG ",150092311,22212.86
3113701,"Carlos Chagas                                                                                                                   ","MG ",364325726,19340.96
3113800,"Carmésia                                                                                                                        ","MG ",33220566,12621.8
3113909,"Carmo da Cachoeira                                                                                                              ","MG ",195191916,16038.78
3114006,"Carmo da Mata                                                                                                                   ","MG ",185928489,16201.51
3114105,"Carmo de Minas                                                                                                                  ","MG ",217836991,14660.27
3114204,"Carmo do Cajuru                                                                                                                 ","MG ",467117868,20781.11
3114303,"Carmo do Paranaíba                                                                                                              ","MG ",739540171,24383.93
3114402,"Carmo do Rio Claro                                                                                                              ","MG ",510596288,24056.36
3114501,"Carmópolis de Minas                                                                                                             ","MG ",408035855,21081.68
3114550,"Carneirinho                                                                                                                     ","MG ",303744220,30292.63
3114600,"Carrancas                                                                                                                       ","MG ",122201861,30195.67
3114709,"Carvalhópolis                                                                                                                   ","MG ",47409142,13246.48
3114808,"Carvalhos                                                                                                                       ","MG ",64014747,14295.39
3114907,"Casa Grande                                                                                                                     ","MG ",47920276,21231.85
3115003,"Cascalho Rico                                                                                                                   ","MG ",60726947,19748.6
3115102,"Cássia                                                                                                                          ","MG ",337388473,19018.52
3115201,"Conceição da Barra de Minas                                                                                                     ","MG ",50920616,12878.25
3115300,"Cataguases                                                                                                                      ","MG ",1661034056,22110.86
3115359,"Catas Altas                                                                                                                     ","MG ",1103630461,205288.4
3115409,"Catas Altas da Noruega                                                                                                          ","MG ",35249876,9681.37
3115458,"Catuji                                                                                                                          ","MG ",63938326,10131.25
3115474,"Catuti                                                                                                                          ","MG ",44389481,8902.82
3115508,"Caxambu                                                                                                                         ","MG ",359299446,16591.22
3115607,"Cedro do Abaeté                                                                                                                 ","MG ",19597699,16836.51
3115706,"Central de Minas                                                                                                                ","MG ",82008423,11662.18
3115805,"Centralina                                                                                                                      ","MG ",279935955,27046.95
3115904,"Chácara                                                                                                                         ","MG ",39544270,12537.82
3116001,"Chalé                                                                                                                           ","MG ",65166660,11424.73
3116100,"Chapada do Norte                                                                                                                ","MG ",100315297,6532.65
3116159,"Chapada Gaúcha                                                                                                                  ","MG ",225545743,16487.26
3116209,"Chiador                                                                                                                         ","MG ",32561750,12118.25
3116308,"Cipotânea                                                                                                                       ","MG ",57511086,8473.71
3116407,"Claraval                                                                                                                        ","MG ",136849146,28257.1
3116506,"Claro dos Poções                                                                                                                ","MG ",70951152,9396.26
3116605,"Cláudio                                                                                                                         ","MG ",782357318,27338.9
3116704,"Coimbra                                                                                                                         ","MG ",117179028,15508.08
3116803,"Coluna                                                                                                                          ","MG ",91605137,10324.03
3116902,"Comendador Gomes                                                                                                                ","MG ",121042834,38908.01
3117009,"Comercinho                                                                                                                      ","MG ",56413945,8141.72
3117108,"Conceição da Aparecida                                                                                                          ","MG ",174879666,16991.81
3117207,"Conceição das Pedras                                                                                                            ","MG ",40129526,14270.81
3117306,"Conceição das Alagoas                                                                                                           ","MG ",918682761,32935.96
3117405,"Conceição de Ipanema                                                                                                            ","MG ",52738555,11530.07
3117504,"Conceição do Mato Dentro                                                                                                        ","MG ",3929278741,220226.36
3117603,"Conceição do Pará                                                                                                               ","MG ",275304297,49991.7
3117702,"Conceição do Rio Verde                                                                                                          ","MG ",217630640,15957.67
3117801,"Conceição dos Ouros                                                                                                             ","MG ",180073050,15472.85
3117836,"Cônego Marinho                                                                                                                  ","MG ",54125412,7082.62
3117876,"Confins                                  Região Metropolitana de Belo Horizonte                                                 ","MG ",1301634099,193407.74
3117900,"Congonhal                                                                                                                       ","MG ",206585287,17287.47
3118007,"Congonhas                                                                                                                       ","MG ",1986608073,36277.13
3118106,"Congonhas do Norte                                                                                                              ","MG ",41323541,8190.99
3118205,"Conquista                                                                                                                       ","MG ",379009956,54620.26
3118304,"Conselheiro Lafaiete                                                                                                            ","MG ",2509119071,19512.7
3118403,"Conselheiro Pena                                                                                                                ","MG ",298562335,13025.71
3118502,"Consolação                                                                                                                      ","MG ",25985503,14574.03
3118601,"Contagem                                 Região Metropolitana de Belo Horizonte                                                 ","MG ",30441139663,45855.1
3118700,"Coqueiral                                                                                                                       ","MG ",155296456,16955.61
3118809,"Coração de Jesus                                                                                                                ","MG ",226008719,8495.93
3118908,"Cordisburgo                                                                                                                     ","MG ",102609393,11542.11
3119005,"Cordislândia                                                                                                                    ","MG ",60904669,17214.43
3119104,"Corinto                                                                                                                         ","MG ",330536494,13928.47
3119203,"Coroaci                                                                                                                         ","MG ",103838473,10393.2
3119302,"Coromandel                                                                                                                      ","MG ",1015126049,36288.2
3119401,"Coronel Fabriciano                       Região Metropolitana do Vale do Aço                                                    ","MG ",1788716076,16282.52
3119500,"Coronel Murta                                                                                                                   ","MG ",82936692,8993.35
3119609,"Coronel Pacheco                                                                                                                 ","MG ",46066453,14927.56
3119708,"Coronel Xavier Chaves                                                                                                           ","MG ",49869760,14522.35
3119807,"Córrego Danta                                                                                                                   ","MG ",154154476,47948.52
3119906,"Córrego do Bom Jesus                                                                                                            ","MG ",38609044,10423.61
3119955,"Córrego Fundo                                                                                                                   ","MG ",174217741,27492.15
3120003,"Córrego Novo                             Região Metropolitana do Vale do Aço                                                    ","MG ",32915318,11878.5
3120102,"Couto de Magalhães de Minas                                                                                                     ","MG ",52641767,11936.91
3120151,"Crisólita                                                                                                                       ","MG ",59000614,8800.81
3120201,"Cristais                                                                                                                        ","MG ",188946758,14763.77
3120300,"Cristália                                                                                                                       ","MG ",46887533,7852.54
3120409,"Cristiano Otoni                                                                                                                 ","MG ",122555732,23797.23
3120508,"Cristina                                                                                                                        ","MG ",185072431,18069.95
3120607,"Crucilândia                                                                                                                     ","MG ",72739169,14449.58
3120706,"Cruzeiro da Fortaleza                                                                                                           ","MG ",102044995,28142.58
3120805,"Cruzília                                                                                                                        ","MG ",259728645,16846.9
3120839,"Cuparaque                                                                                                                       ","MG ",56925542,11426.24
3120870,"Curral de Dentro                                                                                                                ","MG ",65786362,8511.63
3120904,"Curvelo                                                                                                                         ","MG ",1812901350,22624.78
3121001,"Datas                                                                                                                           ","MG ",54780611,10125.81
3121100,"Delfim Moreira                                                                                                                  ","MG ",98105149,12224.94
3121209,"Delfinópolis                                                                                                                    ","MG ",183574442,25804.67
3121258,"Delta                                                                                                                           ","MG ",372466392,35361.85
3121308,"Descoberto                                                                                                                      ","MG ",67365261,13438.11
3121407,"Desterro de Entre Rios                                                                                                          ","MG ",191171569,26393.98
3121506,"Desterro do Melo                                                                                                                ","MG ",39315607,13552.43
3121605,"Diamantina                                                                                                                      ","MG ",838445014,17568.99
3121704,"Diogo de Vasconcelos                                                                                                            ","MG ",34282671,9017.01
3121803,"Dionísio                                 Região Metropolitana do Vale do Aço                                                    ","MG ",78480129,10153.98
3121902,"Divinésia                                                                                                                       ","MG ",49430593,14466.08
3122009,"Divino                                                                                                                          ","MG ",242632472,12173.62
3122108,"Divino das Laranjeiras                                                                                                          ","MG ",54987552,11043.89
3122207,"Divinolândia de Minas                                                                                                           ","MG ",69059677,9121.61
3122306,"Divinópolis                                                                                                                     ","MG ",6829550571,28667.89
3122355,"Divisa Alegre                                                                                                                   ","MG ",166153840,24484.8
3122405,"Divisa Nova                                                                                                                     ","MG ",79195814,13175.15
3122454,"Divisópolis                                                                                                                     ","MG ",76482813,6940.99
3122470,"Dom Bosco                                                                                                                       ","MG ",49819364,13548.92
3122504,"Dom Cavati                               Região Metropolitana do Vale do Aço                                                    ","MG ",59918513,11813.59
3122603,"Dom Joaquim                                                                                                                     ","MG ",46447585,11072.13
3122702,"Dom Silvério                                                                                                                    ","MG ",90859340,17349.5
3122801,"Dom Viçoso                                                                                                                      ","MG ",32014722,10668.02
3122900,"Dona Euzébia                                                                                                                    ","MG ",86638960,13183.04
3123007,"Dores de Campos                                                                                                                 ","MG ",305243646,30064.38
3123106,"Dores de Guanhães                                                                                                               ","MG ",158758908,30713.66
3123205,"Dores do Indaiá                                                                                                                 ","MG ",253448169,18797.61
3123304,"Dores do Turvo                                                                                                                  ","MG ",50392530,11832.01
3123403,"Doresópolis                                                                                                                     ","MG ",55109245,36089.88
3123502,"Douradoquara                                                                                                                    ","MG ",58560337,30692
3123528,"Durandé                                                                                                                         ","MG ",80724806,10295.22
3123601,"Elói Mendes                                                                                                                     ","MG ",525447038,18715.17
3123700,"Engenheiro Caldas                                                                                                               ","MG ",123392460,11082.49
3123809,"Engenheiro Navarro                                                                                                              ","MG ",72072989,9952.08
3123858,"Entre Folhas                             Região Metropolitana do Vale do Aço                                                    ","MG ",53992702,10054.51
3123908,"Entre Rios de Minas                                                                                                             ","MG ",228292822,14923.05
3124005,"Ervália                                                                                                                         ","MG ",308521115,16328.19
3124104,"Esmeraldas                               Região Metropolitana de Belo Horizonte                                                 ","MG ",739677729,10484.15
3124203,"Espera Feliz                                                                                                                    ","MG ",425713904,17062
3124302,"Espinosa                                                                                                                        ","MG ",314462753,9946
3124401,"Espírito Santo do Dourado                                                                                                       ","MG ",87528947,18654.93
3124500,"Estiva                                                                                                                          ","MG ",272553710,24005.08
3124609,"Estrela Dalva                                                                                                                   ","MG ",33613157,14346.2
3124708,"Estrela do Indaiá                                                                                                               ","MG ",100546597,28727.6
3124807,"Estrela do Sul                                                                                                                  ","MG ",277545354,34788.84
3124906,"Eugenópolis                                                                                                                     ","MG ",166494122,14766.66
3125002,"Ewbank da Câmara                                                                                                                ","MG ",40831190,10434.75
3125101,"Extrema                                                                                                                         ","MG ",10136624965,279824.02
3125200,"Fama                                                                                                                            ","MG ",38593132,16236.07
3125309,"Faria Lemos                                                                                                                     ","MG ",51619303,15926.97
3125408,"Felício dos Santos                                                                                                              ","MG ",47110296,9911.7
3125507,"São Gonçalo do Rio Preto                                                                                                        ","MG ",36772976,11611.3
3125606,"Felisburgo                                                                                                                      ","MG ",62624497,8398.08
3125705,"Felixlândia                                                                                                                     ","MG ",222233767,14490.99
3125804,"Fernandes Tourinho                                                                                                              ","MG ",46393462,13521.85
3125903,"Ferros                                                                                                                          ","MG ",125927375,12823.56
3125952,"Fervedouro                                                                                                                      ","MG ",109962467,9991.14
3126000,"Florestal                                Região Metropolitana de Belo Horizonte                                                 ","MG ",123188960,16511.05
3126109,"Formiga                                                                                                                         ","MG ",1792905299,26489.74
3126208,"Formoso                                                                                                                         ","MG ",184474863,19292.5
3126307,"Fortaleza de Minas                                                                                                              ","MG ",59888685,13574.04
3126406,"Fortuna de Minas                         Região Metropolitana de Belo Horizonte                                                 ","MG ",40032674,13584.21
3126505,"Francisco Badaró                                                                                                                ","MG ",61828911,5984.22
3126604,"Francisco Dumont                                                                                                                ","MG ",66609686,12772.71
3126703,"Francisco Sá                                                                                                                    ","MG ",377579523,14369.2
3126752,"Franciscópolis                                                                                                                  ","MG ",71180030,13203.49
3126802,"Frei Gaspar                                                                                                                     ","MG ",59777697,10166.27
3126901,"Frei Inocêncio                                                                                                                  ","MG ",100802824,10488.28
3126950,"Frei Lagonegro                                                                                                                  ","MG ",31856573,9159.45
3127008,"Fronteira                                                                                                                       ","MG ",1192968738,65898.95
3127057,"Fronteira dos Vales                                                                                                             ","MG ",39961883,8723.4
3127073,"Fruta de Leite                                                                                                                  ","MG ",42354279,7888.67
3127107,"Frutal                                                                                                                          ","MG ",1926279799,32376.63
3127206,"Funilândia                               Região Metropolitana de Belo Horizonte                                                 ","MG ",61883042,14229.26
3127305,"Galiléia                                                                                                                        ","MG ",97769902,14342.07
3127339,"Gameleiras                                                                                                                      ","MG ",45233501,8853.69
3127354,"Glaucilândia                                                                                                                    ","MG ",33716342,10703.6
3127370,"Goiabeira                                                                                                                       ","MG ",40789145,12164.97
3127388,"Goianá                                                                                                                          ","MG ",67277668,16963.61
3127404,"Gonçalves                                                                                                                       ","MG ",69450861,15965.72
3127503,"Gonzaga                                                                                                                         ","MG ",54354424,8826.64
3127602,"Gouveia                                                                                                                         ","MG ",152122524,12864.48
3127701,"Governador Valadares                                                                                                            ","MG ",6767641693,24180.08
3127800,"Grão Mogol                                                                                                                      ","MG ",534017526,33721.74
3127909,"Grupiara                                                                                                                        ","MG ",31520357,22709.19
3128006,"Guanhães                                                                                                                        ","MG ",785617679,22891.63
3128105,"Guapé                                                                                                                           ","MG ",234477724,16460.35
3128204,"Guaraciaba                                                                                                                      ","MG ",94492361,9152.69
3128253,"Guaraciama                                                                                                                      ","MG ",46777041,9408.09
3128303,"Guaranésia                                                                                                                      ","MG ",476945334,25074.67
3128402,"Guarani                                                                                                                         ","MG ",131381656,14743.76
3128501,"Guarará                                                                                                                         ","MG ",46971381,12373.91
3128600,"Guarda-Mor                                                                                                                      ","MG ",403364865,61301.65
3128709,"Guaxupé                                                                                                                         ","MG ",2239217108,43130.71
3128808,"Guidoval                                                                                                                        ","MG ",104396775,14749.47
3128907,"Guimarânia                                                                                                                      ","MG ",222423622,27668.07
3129004,"Guiricema                                                                                                                       ","MG ",94606125,11273.37
3129103,"Gurinhatã                                                                                                                       ","MG ",124303650,22043.56
3129202,"Heliodora                                                                                                                       ","MG ",97123884,14809.99
3129301,"Iapu                                     Região Metropolitana do Vale do Aço                                                    ","MG ",121070822,11002.44
3129400,"Ibertioga                                                                                                                       ","MG ",71023233,14145.24
3129509,"Ibiá                                                                                                                            ","MG ",982970260,39008.3
3129608,"Ibiaí                                                                                                                           ","MG ",72881236,8681.51
3129657,"Ibiracatu                                                                                                                       ","MG ",45391328,8405.8
3129707,"Ibiraci                                                                                                                         ","MG ",604800687,43737.39
3129806,"Ibirité                                  Região Metropolitana de Belo Horizonte                                                 ","MG ",2538029381,14084.2
3129905,"Ibitiúra de Minas                                                                                                               ","MG ",48688370,13958.82
3130002,"Ibituruna                                                                                                                       ","MG ",41348699,13833.62
3130051,"Icaraí de Minas                                                                                                                 ","MG ",84966645,7086.46
3130101,"Igarapé                                  Região Metropolitana de Belo Horizonte                                                 ","MG ",782334749,18174.81
3130200,"Igaratinga                                                                                                                      ","MG ",444369333,40917.99
3130309,"Iguatama                                                                                                                        ","MG ",356523053,44862.6
3130408,"Ijaci                                                                                                                           ","MG ",308287745,47066.83
3130507,"Ilicínea                                                                                                                        ","MG ",170031217,13739.9
3130556,"Imbé de Minas                                                                                                                   ","MG ",60200777,8720.96
3130606,"Inconfidentes                                                                                                                   ","MG ",95027311,12967.7
3130655,"Indaiabira                                                                                                                      ","MG ",61773819,8403.46
